code_rome_demandeur;code_niveau_entree;duree_numerique;code_type_mobilite;id_af_dokelio_idf;intitule_af;duree_texte;libelle_formacode;niveau_entree;niveau_sortie;formation_certifiante;lien_inscription_pole_emploi
A1409;0;878;2;14_AF_0000131790;BP option responsable d’entreprise agricole (BPREA) option élevage ruminant;878 heures (dont 280 heures en entreprise);gestion exploitation agricole (21052);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/4111271/true/false/true/false;JSESSIONID_RECH_FORMATION=4M_1dNpkF_4UMl3v-Yx37-ELY02uIRAhYNj7qXomM81X6CaEQ60K!-1153848768"
A1410;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
A1410;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
A1410;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
A1410;0;878;2;14_AF_0000112484;BP option responsable d’entreprise agricole (BPREA);878 heures (dont 280 heures en entreprise);gestion exploitation agricole (21052);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985443/true/false/true/true;JSESSIONID_RECH_FORMATION=Un_1dHjRLksrIPTPek2ZhwwZGsd3m9Osgy3bHXPBsaAuKvGJZIzT!1062176548"
A1410;0;878;2;14_AF_0000131790;BP option responsable d’entreprise agricole (BPREA) option élevage ruminant;878 heures (dont 280 heures en entreprise);gestion exploitation agricole (21052);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/4111271/true/false/true/false;JSESSIONID_RECH_FORMATION=4M_1dNpkF_4UMl3v-Yx37-ELY02uIRAhYNj7qXomM81X6CaEQ60K!-1153848768"
A1411;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
A1411;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
A1411;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
A1411;0;878;2;14_AF_0000112484;BP option responsable d’entreprise agricole (BPREA);878 heures (dont 280 heures en entreprise);gestion exploitation agricole (21052);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985443/true/false/true/true;JSESSIONID_RECH_FORMATION=Un_1dHjRLksrIPTPek2ZhwwZGsd3m9Osgy3bHXPBsaAuKvGJZIzT!1062176548"
A1411;0;878;2;14_AF_0000131790;BP option responsable d’entreprise agricole (BPREA) option élevage ruminant;878 heures (dont 280 heures en entreprise);gestion exploitation agricole (21052);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/4111271/true/false/true/false;JSESSIONID_RECH_FORMATION=4M_1dNpkF_4UMl3v-Yx37-ELY02uIRAhYNj7qXomM81X6CaEQ60K!-1153848768"
A1412;2;1200;2;14_AF_0000094379;Titre professionnel manager d’unité marchande;1200 heures (dont 420 heures en entreprise);administration ventes (34056);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986038/true/false/true/true;JSESSIONID_RECH_FORMATION=Ngj1c_bVbkxdAahyqA_2YjcpQkJqU4X0IZ6bjUgENsPa1uQ2VReT!-1153848768"
A1412;1;1080;1;14_AF_0000094363;Titre professionnel vendeur-conseil en magasin;1080 heures (dont 390 heures en entreprise);vente spécialisée (34502);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986022/true/false/true/true;JSESSIONID_RECH_FORMATION=zVj1c8mTtaG-qzguhzJTPzuE0qT2AzdMoO49fWwfaXdSSypl5J-w!-1153848768"
A1412;0;1190;1;14_AF_0000093928;CAP pâtissier;1190 heures (dont 490 heures en entreprise);pâtisserie (21528);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986167/true/false/true/true;JSESSIONID_RECH_FORMATION=n9T1crNo9A-FtPE4rGIvc7dQ6SYgQc9F5vrtFMhlvqf_r_3RWPEQ!1409198653"
A1412;0;1190;1;14_AF_0000093929;CAP boulanger;1190 heures (dont 490 heures en entreprise);boulangerie (21538);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986178/true/false/true/true;JSESSIONID_RECH_FORMATION=maj1crmVzqEWchJN18H1GQzOfzJZza970kfvghr4EbLmO5lF8KKf!-1153848768"
A1412;0;960;1;14_AF_0000131888;Titre professionnel employé commercial en magasin;960 heures (dont 360 heures en entreprise);vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121222/true/false/true/false;JSESSIONID_RECH_FORMATION=hZ_1dTnkyZb4Pn97CZ3cVSgEWAEfd4buwdlatzZF2z39oVdFlorZ!1062176548"
A1412;0;700;1;14_AF_0000093926;CAP équipier polyvalent du commerce;700 heures;vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986165/true/false/true/true;JSESSIONID_RECH_FORMATION=d1z1cqZfbGWRvADFwx6x5WQ0eJ9k2v_lleUCBqlEVKfX9POZxKDo!1091025462"
A1412;0;150;1;14_AF_0000093909;Les fondamentaux du cake design;150 heures;spécialisation pâtisserie (21508);Aucun;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986135/true/false/true/true;JSESSIONID_RECH_FORMATION=TXz1cn5zIykOI_CzPd8C1QIY3KOS86Q3n3sBzWfhada-dWhhqO69!1091025462"
A1412;0;21;1;14_AF_0000111719;Préparation culinaire avec adaptation en lien avec le covid 19 -Hygiène alimentaire dans les établissements de restauration commerciale;21 heures;bonnes pratiques hygiène agroalimentaire (21547);Aucun;Sans Niveau Spécifique;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985445/true/false/true/true;JSESSIONID_RECH_FORMATION=OEj1dGKNu2Cm48tXL7r_jHttF8oJPd3veNSbh-FDwTnpx7DbjQgI!1409198653"
A1413;2;1200;2;14_AF_0000094379;Titre professionnel manager d’unité marchande;1200 heures (dont 420 heures en entreprise);administration ventes (34056);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986038/true/false/true/true;JSESSIONID_RECH_FORMATION=Ngj1c_bVbkxdAahyqA_2YjcpQkJqU4X0IZ6bjUgENsPa1uQ2VReT!-1153848768"
A1413;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
A1413;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
A1413;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
A1413;1;1080;1;14_AF_0000094363;Titre professionnel vendeur-conseil en magasin;1080 heures (dont 390 heures en entreprise);vente spécialisée (34502);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986022/true/false/true/true;JSESSIONID_RECH_FORMATION=zVj1c8mTtaG-qzguhzJTPzuE0qT2AzdMoO49fWwfaXdSSypl5J-w!-1153848768"
A1413;0;1190;1;14_AF_0000093928;CAP pâtissier;1190 heures (dont 490 heures en entreprise);pâtisserie (21528);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986167/true/false/true/true;JSESSIONID_RECH_FORMATION=n9T1crNo9A-FtPE4rGIvc7dQ6SYgQc9F5vrtFMhlvqf_r_3RWPEQ!1409198653"
A1413;0;1190;1;14_AF_0000093929;CAP boulanger;1190 heures (dont 490 heures en entreprise);boulangerie (21538);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986178/true/false/true/true;JSESSIONID_RECH_FORMATION=maj1crmVzqEWchJN18H1GQzOfzJZza970kfvghr4EbLmO5lF8KKf!-1153848768"
A1413;0;960;1;14_AF_0000131888;Titre professionnel employé commercial en magasin;960 heures (dont 360 heures en entreprise);vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121222/true/false/true/false;JSESSIONID_RECH_FORMATION=hZ_1dTnkyZb4Pn97CZ3cVSgEWAEfd4buwdlatzZF2z39oVdFlorZ!1062176548"
A1413;0;700;1;14_AF_0000093926;CAP équipier polyvalent du commerce;700 heures;vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986165/true/false/true/true;JSESSIONID_RECH_FORMATION=d1z1cqZfbGWRvADFwx6x5WQ0eJ9k2v_lleUCBqlEVKfX9POZxKDo!1091025462"
A1413;0;150;1;14_AF_0000093909;Les fondamentaux du cake design;150 heures;spécialisation pâtisserie (21508);Aucun;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986135/true/false/true/true;JSESSIONID_RECH_FORMATION=TXz1cn5zIykOI_CzPd8C1QIY3KOS86Q3n3sBzWfhada-dWhhqO69!1091025462"
A1413;0;21;1;14_AF_0000111719;Préparation culinaire avec adaptation en lien avec le covid 19 -Hygiène alimentaire dans les établissements de restauration commerciale;21 heures;bonnes pratiques hygiène agroalimentaire (21547);Aucun;Sans Niveau Spécifique;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985445/true/false/true/true;JSESSIONID_RECH_FORMATION=OEj1dGKNu2Cm48tXL7r_jHttF8oJPd3veNSbh-FDwTnpx7DbjQgI!1409198653"
A1413;0;878;2;14_AF_0000112506;BP option responsable de productions légumières, fruitières, florales et de pépinières;878 heures (dont 280 heures en entreprise);culture légumière (21028);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985447/true/false/true/false;JSESSIONID_RECH_FORMATION=McT1dH8k-frLt_5PRuL9HXsT1WzmrIE8Dar0Y9MkbUhqLadwci5N!1409198653"
A1414;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
A1414;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
A1414;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
A1414;0;878;0;14_AF_0000112506;BP option responsable de productions légumières, fruitières, florales et de pépinières;878 heures (dont 280 heures en entreprise);culture légumière (21028);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985447/true/false/true/false;JSESSIONID_RECH_FORMATION=McT1dH8k-frLt_5PRuL9HXsT1WzmrIE8Dar0Y9MkbUhqLadwci5N!1409198653"
A1414;0;851;1;14_AF_0000094419;BP option aménagements paysagers;851 heures (dont 280 heures en entreprise);travaux paysagers (21046);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986232/true/false/true/true;JSESSIONID_RECH_FORMATION=0bj1dBLJekNJmqSBWE2Fq9HwwPcrpbYCpkb3Wdb6ON3Z6SipHjn6!-1153848768"
A1414;0;878;2;14_AF_0000112484;BP option responsable d’entreprise agricole (BPREA);878 heures (dont 280 heures en entreprise);gestion exploitation agricole (21052);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985443/true/false/true/true;JSESSIONID_RECH_FORMATION=Un_1dHjRLksrIPTPek2ZhwwZGsd3m9Osgy3bHXPBsaAuKvGJZIzT!1062176548"
A1414;0;878;2;14_AF_0000131790;BP option responsable d’entreprise agricole (BPREA) option élevage ruminant;878 heures (dont 280 heures en entreprise);gestion exploitation agricole (21052);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/4111271/true/false/true/false;JSESSIONID_RECH_FORMATION=4M_1dNpkF_4UMl3v-Yx37-ELY02uIRAhYNj7qXomM81X6CaEQ60K!-1153848768"
A1415;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
A1415;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
A1415;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
A1416;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
A1416;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
A1416;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
A1416;0;878;0;14_AF_0000112484;BP option responsable d’entreprise agricole (BPREA);878 heures (dont 280 heures en entreprise);gestion exploitation agricole (21052);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985443/true/false/true/true;JSESSIONID_RECH_FORMATION=Un_1dHjRLksrIPTPek2ZhwwZGsd3m9Osgy3bHXPBsaAuKvGJZIzT!1062176548"
A1416;0;878;0;14_AF_0000131790;BP option responsable d’entreprise agricole (BPREA) option élevage ruminant;878 heures (dont 280 heures en entreprise);gestion exploitation agricole (21052);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/4111271/true/false/true/false;JSESSIONID_RECH_FORMATION=4M_1dNpkF_4UMl3v-Yx37-ELY02uIRAhYNj7qXomM81X6CaEQ60K!-1153848768"
A1416;0;878;2;14_AF_0000112506;BP option responsable de productions légumières, fruitières, florales et de pépinières;878 heures (dont 280 heures en entreprise);culture légumière (21028);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985447/true/false/true/false;JSESSIONID_RECH_FORMATION=McT1dH8k-frLt_5PRuL9HXsT1WzmrIE8Dar0Y9MkbUhqLadwci5N!1409198653"
A1416;0;851;2;14_AF_0000094419;BP option aménagements paysagers;851 heures (dont 280 heures en entreprise);travaux paysagers (21046);Aucun;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986232/true/false/true/true;JSESSIONID_RECH_FORMATION=0bj1dBLJekNJmqSBWE2Fq9HwwPcrpbYCpkb3Wdb6ON3Z6SipHjn6!-1153848768"
A1501;1;810;2;14_AF_0000093930;Titre professionnel secrétaire assistant.e médico-social;810 heures (dont 210 heures en entreprise);secrétariat assistanat médicosocial (35015);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986180/true/false/true/false;JSESSIONID_RECH_FORMATION=MxL1cr7KeNIRWcEEkSkMa6sH65NhDsSolC9rh391p2_ri2nuXfiE!1062176548"
A1501;1;500;2;14_AF_0000094436;Titre professionnel secrétaire assistant médico-social;500 heures;secrétariat assistanat médicosocial (35015);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986237/true/false/true/true;JSESSIONID_RECH_FORMATION=-J_1dCYPoF5cA3vAU4zMAC8iBG6dnmZZ5G-rwXSjvwou_o3YZRsk!-1153848768"
A1502;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
A1502;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
A1502;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
A1503;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
A1503;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
A1503;2;1200;2;14_AF_0000094379;Titre professionnel manager d’unité marchande;1200 heures (dont 420 heures en entreprise);administration ventes (34056);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986038/true/false/true/true;JSESSIONID_RECH_FORMATION=Ngj1c_bVbkxdAahyqA_2YjcpQkJqU4X0IZ6bjUgENsPa1uQ2VReT!-1153848768"
A1503;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
A1503;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
A1503;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
A1503;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
A1503;1;1080;1;14_AF_0000094363;Titre professionnel vendeur-conseil en magasin;1080 heures (dont 390 heures en entreprise);vente spécialisée (34502);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986022/true/false/true/true;JSESSIONID_RECH_FORMATION=zVj1c8mTtaG-qzguhzJTPzuE0qT2AzdMoO49fWwfaXdSSypl5J-w!-1153848768"
A1503;0;960;1;14_AF_0000131888;Titre professionnel employé commercial en magasin;960 heures (dont 360 heures en entreprise);vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121222/true/false/true/false;JSESSIONID_RECH_FORMATION=hZ_1dTnkyZb4Pn97CZ3cVSgEWAEfd4buwdlatzZF2z39oVdFlorZ!1062176548"
A1503;0;700;1;14_AF_0000093926;CAP équipier polyvalent du commerce;700 heures;vente distribution (34566);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986165/true/false/true/true;JSESSIONID_RECH_FORMATION=d1z1cqZfbGWRvADFwx6x5WQ0eJ9k2v_lleUCBqlEVKfX9POZxKDo!1091025462"
A1503;0;350;1;14_AF_0000093939;Conseiller-e en jardinerie;350 heures;vente produit horticole (34534);Aucun;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986177/true/false/true/true;JSESSIONID_RECH_FORMATION=Bt_1cvEwBUOqAN56JfZzH49tORPHo0_sm9wrhnxH-y4JuL438MjR!-1153848768"
A1504;3;1200;2;14_AF_0000094351;Bachelor Européen - Marketing Digital (BE MD) - Responsable marketing et commercial;1200 heures (dont 420 heures en entreprise);stratégie commerciale (34085);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986009/true/false/true/true;JSESSIONID_RECH_FORMATION=owT1c6H7svPLFjoI6JlNgyGe2LXYR1slXYBKoMs9clN5tevNLG9D!-1153848768"
A1504;3;1200;2;14_AF_0000094370;Bachelor Européen - Commerce International (BE CI) - Chargé de développement marketing et commercial;1200 heures (dont 420 heures en entreprise);stratégie commerciale (34085);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986024/true/false/true/true;JSESSIONID_RECH_FORMATION=5lf1c9BoAn2QytaSgwk2xf5Dz65JTvFbowUrglSueEIQTM7UvrWT!1091025462"
A1504;3;1200;2;14_AF_0000094371;Bachelor Européen - Merchandising et Management Commercial (BE MCC) - Chargé de développement marketing et commercial;1200 heures (dont 420 heures en entreprise);stratégie commerciale (34085);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986026/true/false/true/true;JSESSIONID_RECH_FORMATION=gl31c9ZrJ_y82uZbGd_82i68Qi34badD8WBjXGebHdlfvJu8QPIo!1062176548"
A1504;3;1200;2;14_AF_0000094373;Bachelor Européen - Marketing International (BE MI) - Chargé de développement marketing et commercial;1200 heures (dont 420 heures en entreprise);stratégie commerciale (34085);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986031/true/false/true/true;JSESSIONID_RECH_FORMATION=JuX1c-RuZezqp6zhYuhCZzN6kMGFd6XawnL8QOH4mdL3QW19S_il!-1153848768"
A1504;3;1200;2;14_AF_0000094374;Bachelor Européen - E-Commerce (BE ECO) - Chargé de développement marketing et commercial;1200 heures (dont 420 heures en entreprise);stratégie commerciale (34085);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986033/true/false/true/true;JSESSIONID_RECH_FORMATION=MV31c-rKAlKX6L30kIYokrccxZVQcuo9Ms8oOAyMZIROtF4xedUV!1091025462"
A1504;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
A1504;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
